symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RNF216-IT1	0	NA	NA	NA	NA	NA
MIR6874	0	NA	NA	NA	NA	NA
ZNF815P	158.0225627	-0.673620788	0.773388086	-0.870999696	0.383754319	NA
OCM	10.6885956	-0.497457685	0.551232188	-0.90244673	NA	NA
CCZ1	294.497996	0.772850492	0.758182449	1.019346324	0.308038579	NA
RSPH10B2	0	NA	NA	NA	NA	NA
RSPH10B	0	NA	NA	NA	NA	NA
ANKRD61	4.676260577	-0.490105554	0.548546812	-0.893461676	NA	NA
GRID2IP	34.54995006	0.401416227	0.552732302	0.726239855	NA	NA
PMS2CL	132.2126048	-1.152630603	0.774201389	-1.488799451	0.136540187	NA
CCZ1B	184.9948051	0.572263711	0.756114761	0.756847691	0.449141117	NA
LOC100131257	1.559108405	-0.331319036	0.540196763	-0.613330288	0.53965797	NA
LOC101927354	0	NA	NA	NA	NA	NA
LOC101927391	38.17232336	-0.227740436	0.62270769	-0.365726069	0.714569492	NA
RPA3	102.6544129	0.363564808	0.709557859	0.512382187	0.608383555	NA
RPA3OS	242.3283598	0.258460603	0.665428523	0.388412269	0.697710966	NA
LOC100505921	11.05671482	0.496552949	0.551240534	0.900791792	NA	NA
ICA1	306.4822568	-0.40932439	0.753088601	-0.543527534	0.586766639	NA
NXPH1	0	NA	NA	NA	NA	NA
PER4	0	NA	NA	NA	NA	NA
NDUFA4	310.2564637	0.074017612	0.743502304	0.099552633	0.9206995	NA
VWDE	22.05857318	-0.500499976	0.55232773	-0.906164851	NA	NA
SCIN	285.8990473	1.612411465	0.775883216	2.078162577	0.037694388	NA
DGKB	67.77443271	-0.838872867	0.651461866	-1.287677622	NA	NA
AGMO	150.5656255	-0.817330991	0.738713651	-1.106424648	0.268542762	NA
LOC101927524	202.7701843	-0.142749372	0.703002254	-0.203056777	0.839090655	NA
ISPD	126.6701267	0.493880959	0.768348735	0.64278229	0.520365376	NA
ISPD-AS1	71.67679697	0.007367556	0.605921502	0.012159258	NA	NA
SOSTDC1	203.4501036	0.04806554	0.706721227	0.068012023	0.945776063	NA
LRRC72	0	NA	NA	NA	NA	NA
AGR2	0	NA	NA	NA	NA	NA
AGR3	0	NA	NA	NA	NA	NA
LOC102659288	6.546764808	-0.493794678	0.549900949	-0.897970224	NA	NA
LOC101927630	0	NA	NA	NA	NA	NA
PRPS1L1	0	NA	NA	NA	NA	NA
TWIST1	133.1506339	0.060194434	0.768051552	0.078372909	0.937531423	NA
FERD3L	0	NA	NA	NA	NA	NA
MIR3146	0	NA	NA	NA	NA	NA
TMEM196	0	NA	NA	NA	NA	NA
LOC101927668	0	NA	NA	NA	NA	NA
MACC1	25.82240634	0.463843614	0.552479212	0.839567543	NA	NA
MACC1-AS1	7.081194588	-0.494501081	0.550158706	-0.898833511	NA	NA
LOC101927769	0	NA	NA	NA	NA	NA
LOC101927811	0	NA	NA	NA	NA	NA
ABCB5	133.814402	-0.385582922	0.6934603	-0.556027392	0.57819213	NA
SP8	0.146343349	-0.14857053	0.517987126	-0.286822824	0.774247986	NA
RPL23P8	0.265765942	-0.14857053	0.517987126	-0.286822824	0.774247986	NA
DNAH11	0	NA	NA	NA	NA	NA
STEAP1B	119.9200194	-1.30282132	0.764380679	-1.704414247	0.088303724	NA
LOC100506178	109.9019293	0.132804379	0.706099153	0.188081771	0.850812551	NA
IL6	36.10006308	-0.413431179	0.552770705	-0.747925271	NA	NA
TOMM7	340.235868	0.18146051	0.730458704	0.248419943	0.803809505	NA
SNORD93	0.53442978	-0.395092084	0.522664815	-0.755918655	0.449697968	NA
KLHL7-AS1	33.09025908	0.121401714	0.552780345	0.219620171	NA	NA
NUPL2	332.0945476	0.119042232	0.698319576	0.170469561	0.864640871	NA
MALSU1	22.11617399	-0.016913585	0.552498973	-0.03061288	NA	NA
IGF2BP3	40.18557462	-0.090195582	0.574546483	-0.1569857	0.875256118	NA
RPS2P32	55.95423475	0.320380838	0.675509415	0.474280345	NA	NA
CLK2P	0.133607445	-0.14857053	0.517987126	-0.286822824	0.774247986	NA
CCDC126	202.7479097	-0.200905977	0.772259655	-0.260153403	0.794745446	NA
FAM221A	79.30112602	-0.875532163	0.657680159	-1.331243084	0.183109039	NA
STK31	19.40091376	-0.500100283	0.55218433	-0.905676339	NA	NA
NPY	0	NA	NA	NA	NA	NA
DFNA5	121.6359036	-0.244797864	0.756090641	-0.32376788	0.746113776	NA
C7orf31	174.9737352	0.273052522	0.722652033	0.377847857	0.70554362	NA
NPVF	0	NA	NA	NA	NA	NA
RNU6-16P	0	NA	NA	NA	NA	NA
MIR148A	0	NA	NA	NA	NA	NA
SNX10	1123.23554	0.846068835	0.669803301	1.263160145	NA	NA
LOC441204	102.3839698	0.100501132	0.644738362	0.15587894	0.876128446	NA
KIAA0087	19.63811713	-0.161428641	0.552372219	-0.292246126	NA	NA
C7orf71	19.38514935	0.499471991	0.552151943	0.904591567	NA	NA
HOXA1	26.53293322	0.185967212	0.552619225	0.336519621	NA	NA
HOTAIRM1	23.46778097	-0.514546602	0.557712274	-0.922602257	NA	NA
HOXA2	59.91676429	-0.058968105	0.55305199	-0.106623078	NA	NA
HOXA3	183.8779472	0.309938952	0.767168034	0.404003997	0.68620978	NA
HOXA4	73.67032941	-0.122921226	0.624945039	-0.196691258	0.844069151	NA
HOXA-AS3	88.26392413	-0.167315621	0.638781808	-0.26192922	0.793376011	NA
HOXA5	162.0071687	-0.528730038	0.739218437	-0.715255479	0.474451193	NA
HOXA6	69.75402218	0.018639552	0.776954658	0.023990527	0.980860165	NA
HOXA7	79.97359548	-0.034314935	0.629106112	-0.054545544	NA	NA
HOXA10-HOXA9	0	NA	NA	NA	NA	NA
HOXA9	27.74331046	0.151374455	0.576215067	0.262704785	NA	NA
HOXA10-AS	3.206578681	-0.484371516	0.546415139	-0.886453324	NA	NA
MIR196B	0	NA	NA	NA	NA	NA
HOXA11	251.5156837	1.224135345	0.777627268	1.574192927	0.115442854	NA
HOXA11-AS	317.8855367	1.06017915	0.712652744	1.487651818	0.13684274	NA
HOXA13	223.0122373	-0.460253355	0.736147389	-0.625219027	0.531827316	NA
HOTTIP	0	NA	NA	NA	NA	NA
EVX1-AS	0	NA	NA	NA	NA	NA
EVX1	0.531531884	-0.270661267	0.517987126	-0.522525085	0.601304786	NA
JAZF1-AS1	20.39030524	0.499665061	0.552211931	0.904842928	NA	NA
LOC100506497	16.86017965	0.498890109	0.551970925	0.903834037	NA	NA
LOC101928168	0	NA	NA	NA	NA	NA
CHN2	160.6301634	0.41391622	0.755042647	0.548202437	0.583552909	NA
LOC102724484	15.09764129	-0.499179483	0.551853354	-0.904550963	NA	NA
PRR15	14.67608894	-0.262909371	0.551992288	-0.476291747	NA	NA
MIR550A3	2.538541456	-0.479731971	0.544666838	-0.880780575	NA	NA
ZNRF2P2	0	NA	NA	NA	NA	NA
DPY19L2P3	0	NA	NA	NA	NA	NA
MIR550A1	0	NA	NA	NA	NA	NA
MIR550B1	0	NA	NA	NA	NA	NA
LINC01176	246.8820658	-1.218782412	0.760677995	-1.602231718	0.109104379	NA
GGCT	296.0129279	0.534617434	0.650946364	0.821292603	0.41147962	NA
CRHR2	26.6518912	0.330188168	0.552574839	0.597544702	0.550143771	NA
INMT-FAM188B	9.352521154	-0.496622643	0.550929875	-0.901426235	NA	NA
FAM188B	0	NA	NA	NA	NA	NA
GHRHR	16.21172246	-0.499449177	0.551950381	-0.904880573	NA	NA
ADCYAP1R1	174.9847029	0.585319721	0.776627655	0.753668399	0.451048362	NA
NEUROD6	0	NA	NA	NA	NA	NA
CCDC129	11.62384772	-0.497930071	0.551402901	-0.903024032	NA	NA
PPP1R17	3.206578681	-0.484371516	0.546415139	-0.886453324	NA	NA
LOC100130673	0	NA	NA	NA	NA	NA
LSM5	200.3549142	0.457708281	0.773654929	0.591618128	0.554106332	NA
DPY19L1P1	140.8547188	-0.667629285	0.772628628	-0.864101149	0.387532328	NA
ZNRF2P1	290.4619355	0.380944452	0.762262156	0.499755168	0.617247482	NA
MIR550A2	0	NA	NA	NA	NA	NA
MIR550B2	0	NA	NA	NA	NA	NA
LINC00997	300.3922513	0.157560638	0.732666186	0.215051058	0.829727511	NA
RP9P	114.2141825	-1.05128584	0.760077898	-1.383129075	0.166625292	NA
NT5C3A	347.6730587	0.457859157	0.622908321	0.735034581	0.462318434	NA
RP9	166.1042203	0.29009347	0.777528633	0.373096832	0.709076376	NA
NPSR1-AS1	0	NA	NA	NA	NA	NA
NPSR1	0	NA	NA	NA	NA	NA
DPY19L2P1	0.332766787	0.217958854	0.518014205	0.420758451	0.673931474	NA
TBX20	0	NA	NA	NA	NA	NA
LOC401324	0	NA	NA	NA	NA	NA
LOC100506725	2.271326566	-0.477175466	0.543693634	-0.877655055	NA	NA
LOC101928545	18.20806782	0.179561795	0.552275973	0.325130558	NA	NA
LOC101928618	0	NA	NA	NA	NA	NA
KIAA0895	63.90004807	-0.875317479	0.66267565	-1.320883722	0.186540138	NA
ANLN	81.60561293	0.096419539	0.563441791	0.171125998	NA	NA
AOAH	237.8747196	0.647344537	0.777709684	0.832372993	0.405198441	NA
AOAH-IT1	7.214802033	-0.494661796	0.55021728	-0.899029918	NA	NA
MIR1200	12.20546441	0.497187494	0.551439362	0.901617709	NA	NA
ELMO1-AS1	17.23386314	0.123343915	0.552232918	0.223354876	0.823259321	NA
GPR141	0	NA	NA	NA	NA	NA
NME8	9.735956111	-0.496868387	0.551018913	-0.901726557	0.367202142	NA
STARD3NL	338.1752333	-0.06404963	0.649638516	-0.098592722	0.921461649	NA
TARP	0.80164467	-0.438506905	0.528125004	-0.830308927	0.406364142	NA
TRG-AS1	18.9455965	0.065651883	0.552346972	0.118859858	NA	NA
AMPH	233.2556892	-0.65372184	0.777272124	-0.841046295	0.400322	NA
FAM183B	17.41485849	-0.499737596	0.552054068	-0.905233065	NA	NA
POU6F2	0	NA	NA	NA	NA	NA
POU6F2-AS1	0	NA	NA	NA	NA	NA
YAE1D1	310.6278404	0.262471598	0.665721446	0.3942664	0.693384367	NA
LINC00265	172.727628	-0.494881652	0.747502576	-0.662046751	0.50794126	NA
MPLKIP	233.8592985	0.502435866	0.720815392	0.697038204	0.485778885	NA
SUGCT	70.13221836	0.077694564	0.553097603	0.140471706	NA	NA
LOC101928744	0	NA	NA	NA	NA	NA
LOC101928773	0	NA	NA	NA	NA	NA
INHBA-AS1	21.54877552	-0.500432936	0.55230369	-0.906082912	0.364891969	NA
LOC101928795	0	NA	NA	NA	NA	NA
HECW1	60.95940781	-0.105910957	0.589069187	-0.179793748	NA	NA
MIR3943	0	NA	NA	NA	NA	NA
LOC100506895	0	NA	NA	NA	NA	NA
MRPS24	4.275438242	-0.488914648	0.548106789	-0.892006188	NA	NA
URGCP-MRPS24	0	NA	NA	NA	NA	NA
SPDYE1	195.0655466	-1.137502605	0.777442411	-1.463134233	0.143430652	NA
RASA4CP	42.0684583	0.405538489	0.741791272	0.546701618	0.584583743	NA
LINC00957	111.3047059	-0.577918567	0.766038642	-0.754424822	0.450594171	NA
MIR6837	22.0803074	-0.500504746	0.552329441	-0.906170681	0.364845519	NA
PGAM2	163.4122063	-0.566949059	0.770477869	-0.73584081	0.461827582	NA
MIR6838	0	NA	NA	NA	NA	NA
MIR4649	0	NA	NA	NA	NA	NA
MYL7	8.150054149	-0.495643012	0.55057434	-0.900229044	NA	NA
GCK	0	NA	NA	NA	NA	NA
CAMK2B	48.87410022	-0.324102832	0.552949202	-0.586134912	NA	NA
NPC1L1	3.206578681	-0.484371516	0.546415139	-0.886453324	NA	NA
MIR4657	0	NA	NA	NA	NA	NA
MYO1G	82.88321575	0.322392202	0.701717789	0.459432848	0.645923364	NA
SNHG15	107.4563163	-0.532834682	0.747661435	-0.712668405	0.476050972	NA
SNORA9	1.735606729	0.46442363	0.5406491	0.859011196	NA	NA
SNORA5A	12.52116283	0.49734745	0.551489421	0.901825912	NA	NA
SNORA5C	51.66578885	-0.144866875	0.592183253	-0.244631834	0.806741513	NA
SNORA5B	0	NA	NA	NA	NA	NA
IGFBP1	0	NA	NA	NA	NA	NA
LOC101929086	0.399373387	-0.270661267	0.517987126	-0.522525085	0.601304786	NA
C7orf65	0	NA	NA	NA	NA	NA
LINC00525	0	NA	NA	NA	NA	NA
PKD1L1	225.735441	-0.339943427	0.760502961	-0.446998163	0.654876386	NA
C7orf69	0	NA	NA	NA	NA	NA
SUN3	3.672952914	-0.377484795	0.547642958	-0.689289965	NA	NA
C7orf57	3.874615907	-0.487489874	0.547578497	-0.890264823	NA	NA
ABCA13	4.949962962	-0.490806496	0.548805139	-0.89431833	0.371151595	NA
CDC14C	3.741008462	-0.486950656	0.547378031	-0.889605773	NA	NA
VWC2	25.75642937	-0.500926562	0.552480598	-0.906686251	NA	NA
ZPBP	0	NA	NA	NA	NA	NA
C7orf72	0	NA	NA	NA	NA	NA
FIGNL1	270.7350432	0.108464267	0.720043726	0.150635667	0.880263124	NA
DDC	0	NA	NA	NA	NA	NA
LOC100129427	0	NA	NA	NA	NA	NA
POM121L12	0	NA	NA	NA	NA	NA
FLJ45974	0	NA	NA	NA	NA	NA
HPVC1	0	NA	NA	NA	NA	NA
LOC102723605	0	NA	NA	NA	NA	NA
VSTM2A	26.58238999	-0.500997808	0.552506109	-0.906773337	NA	NA
GS1-18A18.1	12.95992217	-0.498488575	0.551604452	-0.903706585	NA	NA
SEC61G	100.2566256	-0.129500134	0.575027673	-0.225206785	NA	NA
LOC100996654	0	NA	NA	NA	NA	NA
EGFR-AS1	175.3900705	-0.836784012	0.774083979	-1.080999006	0.279697556	NA
ELDR	0	NA	NA	NA	NA	NA
FKBP9P1	68.59301529	1.316685016	0.773542696	1.702149116	0.088727419	NA
SEPT14	6.69098558	-0.326899706	0.550276142	-0.594064835	NA	NA
ZNF713	58.34371592	0.376731928	0.661050622	0.569898756	0.568746368	NA
MRPS17	305.7677948	-0.426689504	0.744070198	-0.573453292	0.566337816	NA
PSPH	309.3892175	0.010320909	0.669519401	0.015415399	0.987700778	NA
SNORA15	0	NA	NA	NA	NA	NA
PHKG1	218.5584581	0.758693647	0.77726134	0.976111391	0.329009267	NA
NUPR1L	0	NA	NA	NA	NA	NA
LOC650226	15.13384708	0.498367667	0.551808116	0.903153929	NA	NA
LOC100240728	0	NA	NA	NA	NA	NA
DKFZp434L192	0	NA	NA	NA	NA	NA
LOC101928401	0.189173089	0.095610943	0.517987126	0.184581697	0.853557143	NA
LOC100130849	0	NA	NA	NA	NA	NA
MIR4283-1	0	NA	NA	NA	NA	NA
MIR4283-2	0	NA	NA	NA	NA	NA
ZNF479	0.265765942	-0.14857053	0.517987126	-0.286822824	0.774247986	NA
GUSBP10	0	NA	NA	NA	NA	NA
MIR3147	0	NA	NA	NA	NA	NA
ZNF716	0	NA	NA	NA	NA	NA
ZNF733P	0	NA	NA	NA	NA	NA
LOC100287834	0	NA	NA	NA	NA	NA
LOC100287704	0	NA	NA	NA	NA	NA
LINC01005	0	NA	NA	NA	NA	NA
ZNF727P	72.62163962	-0.872792412	0.657138456	-1.328171263	NA	NA
ZNF735P	0	NA	NA	NA	NA	NA
ZNF679	0	NA	NA	NA	NA	NA
ZNF736	252.3711939	-0.634784614	0.698721816	-0.908494053	0.363617254	NA
YWHAEP1	1.770509104	0.031979055	0.542658481	0.058930351	0.953007583	NA
ZNF680	309.5869287	0.266003298	0.77737536	0.342181282	0.73221447	NA
LOC100128885	0	NA	NA	NA	NA	NA
LOC641746	120.9252867	1.363450208	0.775522862	1.758104466	0.078729736	NA
ZNF107	336.2748032	-1.25051243	0.623079902	-2.006985663	0.04475119	NA
MIR6839	0	NA	NA	NA	NA	NA
ZNF138	293.8492097	0.128337817	0.724367494	0.177172248	0.859373094	NA
ZNF273	252.7336895	-0.467826001	0.774320427	-0.604176236	0.545726479	NA
CCT6P3	143.3079585	-0.433712155	0.776942072	-0.55822972	0.576687529	NA
LOC441242	98.24024848	-0.307557456	0.705035815	-0.43622955	0.66267019	NA
ZNF92	277.7698905	0.387399075	0.777830329	0.498050874	0.618448185	NA
INTS4L2	45.84293809	-0.016987029	0.626530336	-0.027112859	0.978369718	NA
CCT6P1	107.3777807	0.603835402	0.72395947	0.83407349	0.404239573	NA
SNORA22	9.085306264	-0.496426842	0.550858889	-0.901186949	NA	NA
LINC00174	75.79774342	-0.853202763	0.761591181	-1.120289711	0.262590325	NA
LOC100996437	5.370035675	0.48962115	0.549043028	0.89177191	NA	NA
GTF2IRD1P1	0	NA	NA	NA	NA	NA
MIR4650-2	0	NA	NA	NA	NA	NA
MIR4650-1	0	NA	NA	NA	NA	NA
PMS2P4	89.97546433	0.958755157	0.768784485	1.247105237	0.212358913	NA
STAG3L4	312.3112023	0.648042686	0.777977915	0.832983397	0.404854093	NA
LOC101929736	6.446539278	0.491838156	0.54975096	0.894656292	NA	NA
LOC102723427	0	NA	NA	NA	NA	NA
LOC100507468	0	NA	NA	NA	NA	NA
MIR3914-1	0	NA	NA	NA	NA	NA
MIR3914-2	0	NA	NA	NA	NA	NA
CALN1	0	NA	NA	NA	NA	NA
TYW1B	112.355892	-0.187034852	0.738566092	-0.253240508	0.800082365	NA
SPDYE7P	90.44042305	-0.27324696	0.672778896	-0.406146747	0.68463478	NA
NSUN5P2	1.057670358	-0.117240923	0.535565482	-0.218910529	0.826719744	NA
LOC541473	0	NA	NA	NA	NA	NA
LOC100101148	0	NA	NA	NA	NA	NA
STAG3L1	152.1036441	-0.262941271	0.776152696	-0.338775182	0.734779099	NA
STAG3L3	14.52159923	-0.081201093	0.552037433	-0.147093455	NA	NA
PMS2P5	317.8273374	-0.232549425	0.770400823	-0.30185511	0.762762518	NA
PMS2L2	9.647827515	0.495552255	0.550926184	0.899489387	NA	NA
SPDYE8P	20.47093729	0.092409657	0.625046027	0.147844563	NA	NA
LOC100093631	0	NA	NA	NA	NA	NA
GTF2IP1	0	NA	NA	NA	NA	NA
NCF1B	110.2073649	0.899779156	0.730773151	1.231270135	0.218221848	NA
NSUN5	145.1310583	-0.007793455	0.740986548	-0.010517674	0.991608265	NA
TRIM50	1.870504231	-0.472102506	0.541742528	-0.871451808	NA	NA
FKBP6	1.870504231	-0.472102506	0.541742528	-0.871451808	NA	NA
FZD9	30.65603637	-0.079970894	0.552740929	-0.144680609	NA	NA
VPS37D	60.16349293	-1.336820903	0.72411777	-1.846137409	NA	NA
DNAJC30	313.9026342	-0.306610425	0.701238019	-0.437241588	0.661936152	NA
STX1A	75.74056987	-0.350184219	0.751175929	-0.466181364	0.641085688	NA
MIR4284	0.26721489	-0.270661267	0.517987126	-0.522525085	0.601304786	NA
LINC00035	0	NA	NA	NA	NA	NA
ABHD11	261.6488268	0.22068467	0.68664578	0.321395218	0.747910906	NA
CLDN3	27.56999019	0.50063861	0.55251386	0.9061105	NA	NA
CLDN4	31.7750128	-0.501399462	0.552649834	-0.907264295	0.364267051	NA
WBSCR27	9.764371525	0.495665196	0.550961712	0.899636374	NA	NA
WBSCR28	0	NA	NA	NA	NA	NA
MIR590	3.741008462	-0.486950656	0.547378031	-0.889605773	NA	NA
LAT2	103.4350821	1.091095798	0.773113932	1.411300137	0.158156134	NA
LOC101926943	22.5225747	-0.017074464	0.552514612	-0.03090319	NA	NA
NCF1	157.0996094	0.990889169	0.748138838	1.324472303	0.185346236	NA
GTF2IRD2	211.3961391	-0.97595448	0.777878205	-1.254636618	0.209610704	NA
GTF2IRD2B	0	NA	NA	NA	NA	NA
NCF1C	134.0368005	1.273527948	0.746105419	1.706900815	NA	NA
TRIM73	0	NA	NA	NA	NA	NA
TRIM74	0	NA	NA	NA	NA	NA
NSUN5P1	236.6251154	-0.420993942	0.720811574	-0.584055469	0.559182993	NA
SPDYE5	160.1337737	-0.430796804	0.777681309	-0.553950313	0.579612851	NA
PMS2P3	229.0477476	-0.723917642	0.770456915	-0.93959523	0.347425224	NA
CCL26	25.16002078	0.500369842	0.5524306	0.905760546	NA	NA
CCL24	0	NA	NA	NA	NA	NA
MIR4651	0	NA	NA	NA	NA	NA
SNORA14A	0	NA	NA	NA	NA	NA
STYXL1	234.3153299	0.202720896	0.774126879	0.261870375	0.79342138	NA
SRRM3	71.85601589	0.227351741	0.687941176	0.330481368	0.741036269	NA
SRCRB4D	78.54785644	1.786355187	0.756709755	2.360687404	0.018241099	NA
ZP3	38.89665637	0.68545725	0.625691749	1.095519081	NA	NA
FDPSP2	103.1957478	0.065520887	0.671315163	0.097600784	0.922249302	NA
UPK3B	17.62243067	0.478199441	0.552050194	0.866224568	NA	NA
LOC100133091	135.6269301	-0.13058984	0.761490987	-0.171492299	0.863836685	NA
POMZP3	115.7557111	0.467294796	0.766687686	0.609498241	0.542194238	NA
LOC101927243	0	NA	NA	NA	NA	NA
APTR	27.38605589	0.57971551	0.583873257	0.992879024	0.320768913	NA
TMEM60	25.26420733	-0.310804235	0.552555409	-0.562485192	NA	NA
RPL13AP17	0.644112119	0.100960888	0.524548434	0.192472003	0.847372496	NA
MIR548AU	0	NA	NA	NA	NA	NA
MAGI2-AS2	0	NA	NA	NA	NA	NA
MIR548M	0	NA	NA	NA	NA	NA
LOC101927269	0	NA	NA	NA	NA	NA
GNAT3	0	NA	NA	NA	NA	NA
HGF	312.6000934	-0.465830374	0.777924651	-0.598811689	0.549298467	NA
LOC101927356	26.85509646	-0.501029227	0.552517359	-0.906811739	NA	NA
PCLO	281.5187274	-0.402482842	0.776679424	-0.518209739	0.60431194	NA
SEMA3E	113.0592568	-0.207839025	0.648007398	-0.320735574	0.748410786	NA
LOC101927378	0	NA	NA	NA	NA	NA
GRM3	32.88173323	0.031651464	0.552784597	0.057258224	NA	NA
TMEM243	50.59320857	-0.266201598	0.59840352	-0.444852996	0.656425993	NA
TP53TG1	111.5025542	0.287390067	0.767183414	0.37460412	0.707954909	NA
ABCB4	236.1806246	-1.362548999	0.77752967	-1.752407724	0.079703724	NA
DBF4	92.49363053	-0.084064604	0.638445458	-0.131670768	0.895244708	NA
LOC102723885	0	NA	NA	NA	NA	NA
ZNF804B	5.611512692	-0.492246451	0.549334296	-0.896078134	NA	NA
C7orf62	0	NA	NA	NA	NA	NA
STEAP2-AS1	0	NA	NA	NA	NA	NA
DPY19L2P4	2.459250151	0.474438279	0.544063105	0.872028033	NA	NA
C7orf63	110.2380232	-0.134057586	0.647093294	-0.20716887	0.835877978	NA
LOC101927446	0.143593699	0.095610943	0.517987126	0.184581697	0.853557143	NA
LOC101409256	0.133607445	-0.14857053	0.517987126	-0.286822824	0.774247986	NA
CLDN12	305.6126022	0.574117225	0.713792743	0.804319224	0.421212638	NA
LRRD1	2.004111676	-0.47399877	0.542474968	-0.873770768	NA	NA
MGC16142	13.09352962	-0.498538258	0.551622366	-0.903767304	NA	NA
FAM133B	0	NA	NA	NA	NA	NA
FAM133DP	0	NA	NA	NA	NA	NA
LOC101927497	0	NA	NA	NA	NA	NA
HEPACAM2	0	NA	NA	NA	NA	NA
CALCR	15.65171318	0.498541341	0.551862268	0.903380009	NA	NA
MIR653	0	NA	NA	NA	NA	NA
MIR489	0	NA	NA	NA	NA	NA
MIR4652	0	NA	NA	NA	NA	NA
TFPI2	69.27048013	1.630089273	0.747903612	2.179544593	0.029291236	NA
GNGT1	0	NA	NA	NA	NA	NA
PON1	21.56573209	0.499863831	0.552273652	0.905101717	NA	NA
PON3	47.39369576	0.609228737	0.590505685	1.031706811	0.302209486	NA
ASB4	0	NA	NA	NA	NA	NA
DYNC1I1	301.2536488	-0.901631757	0.773209092	-1.166090475	0.243577867	NA
MIR591	20.92709886	-0.500352569	0.552274865	-0.905984684	NA	NA
C7orf76	8.759215633	0.494798756	0.550688846	0.898508769	NA	NA
LOC100506136	0	NA	NA	NA	NA	NA
SHFM1	201.6360353	0.199382778	0.775146077	0.257219618	0.79700924	NA
DLX6-AS1	0	NA	NA	NA	NA	NA
DLX6	8.684483929	-0.496111091	0.550744337	-0.900801075	NA	NA
DLX5	26.161598	0.33835152	0.552556566	0.612338249	NA	NA
ACN9	70.46456977	-0.279509745	0.614417448	-0.454918306	0.649168013	NA
TAC1	11.22302538	-0.497737079	0.551333183	-0.902788176	NA	NA
ASNS	259.8017602	-0.478172775	0.68417238	-0.698906869	0.484610235	NA
MGC72080	183.6251794	-0.136860967	0.774831427	-0.176633217	0.859796501	NA
OCM2	0	NA	NA	NA	NA	NA
BHLHA15	0	NA	NA	NA	NA	NA
BAIAP2L1	314.2227846	-0.519937074	0.678855221	-0.765902741	0.443734175	NA
NPTX2	230.324137	-0.656315512	0.777665935	-0.843955589	0.398694223	NA
TMEM130	329.0455704	-0.910520886	0.627498951	-1.451031727	0.146771026	NA
MIR3609	30.86331981	-0.501340011	0.552628572	-0.907191623	NA	NA
LOC101927550	118.9388489	-0.487983725	0.697783806	-0.699333692	0.484343516	NA
KPNA7	0	NA	NA	NA	NA	NA
MYH16	0	NA	NA	NA	NA	NA
PTCD1	2.851353912	0.478443089	0.545399926	0.877233506	NA	NA
ATP5J2-PTCD1	0	NA	NA	NA	NA	NA
ATP5J2	48.27800391	-0.378278056	0.663025298	-0.570533367	0.568315998	NA
ZNF789	201.3788462	-0.21385632	0.735966798	-0.29057876	0.771373506	NA
GS1-259H13.2	75.05028542	-0.050242758	0.620328847	-0.080993748	0.935446924	NA
CYP3A5	103.3534652	-0.05004855	0.645995158	-0.077475117	NA	NA
CYP3A7-CYP3AP1	0	NA	NA	NA	NA	NA
CYP3A7	0	NA	NA	NA	NA	NA
CYP3A4	26.01452591	0.500473145	0.552462611	0.905895052	0.364991404	NA
CYP3A43	0	NA	NA	NA	NA	NA
OR2AE1	0	NA	NA	NA	NA	NA
GJC3	63.6658045	0.190442141	0.64599674	0.294803563	0.768143944	NA
AZGP1P1	0	NA	NA	NA	NA	NA
ZSCAN21	228.8442613	0.882462995	0.777880794	1.134445021	0.256607923	NA
MIR25	0	NA	NA	NA	NA	NA
MIR93	4.542653132	-0.489730913	0.54840854	-0.893003806	NA	NA
MIR106B	0	NA	NA	NA	NA	NA
AP4M1	287.0197368	-0.576790179	0.715769657	-0.805832119	0.420339655	NA
MBLAC1	106.5007015	-0.290673991	0.636203538	-0.456888359	NA	NA
C7orf43	277.0590895	0.147162187	0.695589675	0.211564651	0.83244669	NA
MIR4658	0	NA	NA	NA	NA	NA
GAL3ST4	345.3581069	-0.655928627	0.761865799	-0.860950351	0.389265388	NA
GPC2	29.69455959	0.14049645	0.552708666	0.254196214	NA	NA
STAG3	213.6807855	-1.420536747	0.701966758	-2.023652448	0.043005925	NA
PVRIG	310.0832629	-0.275775982	0.672178704	-0.410271822	0.68160656	NA
SPDYE3	18.78029311	-0.090368532	0.552338866	-0.16361067	0.870037644	NA
STAG3L5P	36.88743465	0.13841274	0.635388919	0.217839399	0.827554245	NA
PVRIG2P	0	NA	NA	NA	NA	NA
MIR6840	22.80074554	-0.306444079	0.552468551	-0.55468149	0.579112539	NA
PILRB	14.34979495	-0.210783424	0.551981147	-0.381867071	NA	NA
PILRA	58.26869059	0.999277167	0.680479503	1.468489738	0.141971242	NA
ZCWPW1	282.0957896	-0.289143143	0.708632065	-0.408030003	0.683251648	NA
PPP1R35	78.73816344	0.000916975	0.684409381	0.001339805	0.99893099	NA
C7orf61	68.11432434	-0.795252271	0.640468928	-1.2416719	0.214357642	NA
NYAP1	201.2439055	-0.412013637	0.774968906	-0.53165183	0.59496716	NA
SAP25	73.71244045	-0.445594369	0.674287897	-0.660836967	0.508716873	NA
ZASP	0	NA	NA	NA	NA	NA
FBXO24	18.28174382	-0.471638299	0.552139751	-0.854200949	NA	NA
PCOLCE-AS1	10.90558414	-0.497571207	0.551273233	-0.902585465	0.366745944	NA
TFR2	7.945269719	0.493910213	0.55040826	0.897352473	NA	NA
