"Term","padj","comparison","cell_type","gene_set","enrich_type","neg_log10_padj"
"negative regulation of growth",0.0109224034370787,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.96168178611752
"positive regulation of cellular process",0.0110104258755576,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.95819588249713
"regulation of neuron differentiation",0.0110451224547533,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.956829464842
"regulation of neuron projection development",0.0110451224547533,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.956829464842
"axon development",0.0117921573889807,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.92840673295266
"regulation of cell migration",0.0120896488628318,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.9175863127992
"cranial nerve development",0.0122329189277494,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.91246990249265
"mesenchymal cell differentiation",0.0124042936988978,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.90642795943724
"sodium ion transport",0.0124103006991434,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.90621769550396
"response to mechanical stimulus",0.0125514521321732,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.9013060258557
"collagen fibril organization",0.0136931866539444,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.86349547186772
"regulation of cell motility",0.0146382928505049,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.83450956868992
"cell migration",0.0148625959366209,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.82790532903528
"response to endogenous stimulus",0.0156931955995526,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.80428861218485
"positive regulation of biological process",0.0166801038137647,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.77780125072437
"regulation of locomotion",0.0166801038137647,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.77780125072437
"rhythmic behavior",0.0172341526315163,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.7636100651138
"regulation of signal transduction",0.018367769933385,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.73594356902989
"export across plasma membrane",0.0185808208723056,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.73093510345122
"extracellular matrix organization",0.0185808208723056,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.73093510345122
"external encapsulating structure organization",0.0185808208723056,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.73093510345122
"cell morphogenesis involved in neuron differentiation",0.0185808208723056,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.73093510345122
"extracellular structure organization",0.0185808208723056,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.73093510345122
"mesenchyme development",0.0189859609576271,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.72156741653667
"regulation of biological process",0.0189859609576271,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.72156741653667
"sensory organ morphogenesis",0.020689802380623,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.68424365749351
"skeletal muscle cell differentiation",0.0227972386274524,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.64211775481919
"positive regulation of axonogenesis",0.0227972386274524,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.64211775481919
"response to steroid hormone",0.0228501669394481,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.64111062270064
"brain development",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"regulation of plasma membrane bounded cell projection organization",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"neural crest cell differentiation",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"circulatory system development",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"regulation of axon extension",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"cellular response to mechanical stimulus",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"muscle structure development",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"cellular response to external stimulus",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"regulation of cell projection organization",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"cell motility",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"biological regulation",0.0229285915301038,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63962262252654
"response to abiotic stimulus",0.0232857555829787,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63290966538878
"regulation of cellular component organization",0.0232857555829787,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63290966538878
"locomotion",0.0233953460494306,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63087052661001
"cellular response to fibroblast growth factor stimulus",0.0233953460494306,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.63087052661001
"regulation of developmental growth",0.0246339415146445,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.60846609400304
"response to fibroblast growth factor",0.0264946871544202,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.5768412042082
"transmission of nerve impulse",0.0265387344074329,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.57611979183231
"regulation of metal ion transport",0.0265387344074329,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.57611979183231
"regulation of extent of cell growth",0.0265387344074329,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.57611979183231
"response to hydrogen peroxide",0.0270623512863966,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.5676344728402
"positive regulation of neuron differentiation",0.0270623512863966,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.5676344728402
"cardiac muscle tissue growth",0.0277643249737669,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.55651288094279
"behavior",0.0285896385177796,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.54379133574821
"axon extension",0.0293219688121959,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.53280687251774
"heart growth",0.0300171510171872,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.52263052982192
"regionalization",0.0317607016660281,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.49810991158757
"cell surface receptor signaling pathway",0.0320675431820049,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.49393431177003
"metal ion transport",0.0320675431820049,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.49393431177003
"positive regulation of cell projection organization",0.0320675431820049,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.49393431177003
"chemotaxis",0.0335843435517023,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.47386313611502
"regulation of signaling",0.0335843435517023,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.47386313611502
"taxis",0.0335843435517023,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.47386313611502
"regulation of cellular process",0.0335843435517023,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.47386313611502
"Wnt signaling pathway",0.0335843435517023,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.47386313611502
"regulation of cell communication",0.0335843435517023,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.47386313611502
"regulation of monoatomic ion transport",0.0344889485156732,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.46232004601539
"pattern specification process",0.0377843575030917,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.42268795826119
"response to glucocorticoid",0.0378304365089832,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.42215864754286
"response to hormone",0.0432222455643365,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.36429267357342
"response to corticosteroid",0.0432222455643365,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.36429267357342
"gland development",0.0450308233036225,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.34649011270947
"monoatomic cation transport",0.0461374118446044,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.33594677160801
"liver development",0.046623478250144,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.33139532994681
"negative regulation of developmental process",0.0474067167162519,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.32416012190928
"export from cell",0.0474067167162519,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.32416012190928
"hepaticobiliary system development",0.0474067167162519,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.32416012190928
"cellular response to glucose stimulus",0.0481581115154796,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.31733055195138
"cellular response to hexose stimulus",0.049179888697298,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.30821245848067
"hindbrain development",0.0494395994429923,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.3059250565358
"cellular response to monosaccharide stimulus",0.0496991082503544,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.30365140372994
"eye morphogenesis",0.049958414616282,"EXvsHFD","aggSC","Overlap_MS","richR_GO",1.30139135200977
"regulation of neuron differentiation",0.00151319122584507,"DREXvsHFD","mySC","Overlap_MS","richR_GO",2.82010618560432
"transmission of nerve impulse",0.00430639550827568,"DREXvsHFD","mySC","Overlap_MS","richR_GO",2.36588608617679
"positive regulation of myelination",0.0115702224126305,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.93665829259106
"positive regulation of nervous system process",0.0237699183832132,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.62397230947001
"cell adhesion",0.0237699183832132,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.62397230947001
"regulation of myelination",0.0237699183832132,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.62397230947001
"negative regulation of microvillus assembly",0.0237699183832132,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.62397230947001
"regulation of thyroid gland epithelial cell proliferation",0.0237699183832132,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.62397230947001
"negative regulation of thyroid gland epithelial cell proliferation",0.0237699183832132,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.62397230947001
"thyroid gland epithelial cell proliferation",0.0237699183832132,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.62397230947001
"negative regulation of neuron differentiation",0.0297066238723813,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.52714670251844
"astrocyte differentiation",0.0297066238723813,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.52714670251844
"positive regulation of neuron differentiation",0.0375168645628985,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.42577346453422
"multicellular organism development",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"regulation of nervous system process",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"action potential",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"myelination",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"ensheathment of neurons",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"axon ensheathment",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"neuron projection extension",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"neuron projection morphogenesis",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"plasma membrane bounded cell projection morphogenesis",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"negative regulation of cell projection organization",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"cell projection morphogenesis",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"nervous system development",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"negative regulation of cell differentiation",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"cell migration",0.0465262423050509,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33230202187209
"neuron differentiation",0.0466000978015609,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33161317183717
"cellular component organization",0.0466000978015609,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33161317183717
"generation of neurons",0.0466000978015609,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33161317183717
"regulation of cell differentiation",0.0466000978015609,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33161317183717
"plasma membrane bounded cell projection organization",0.0466000978015609,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33161317183717
"system development",0.0466000978015609,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33161317183717
"anatomical structure morphogenesis",0.0466000978015609,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.33161317183717
"cell projection organization",0.0480571224770594,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.31824223706412
"cellular component organization or biogenesis",0.0486498683426864,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.31291833069105
"cell-cell adhesion via plasma-membrane adhesion molecules",0.0486498683426864,"DREXvsHFD","mySC","Overlap_MS","richR_GO",1.31291833069105
"negative regulation of neuron projection development",0.0141581972981111,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.84899203995999
"regulation of presynaptic membrane potential",0.0141581972981111,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.84899203995999
"negative regulation of cell projection organization",0.0141581972981111,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.84899203995999
"response to progesterone",0.0141581972981111,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.84899203995999
"response to ketone",0.0176295665016216,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.75375836655878
"negative regulation of axonogenesis",0.0229824615771245,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.63860345727921
"axon regeneration",0.0229824615771245,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.63860345727921
"response to steroid hormone",0.0229824615771245,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.63860345727921
"neuron projection regeneration",0.0253100483796531,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.5967070246957
"anatomical structure development",0.0308767139795093,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.51036892519196
"negative regulation of developmental process",0.0308767139795093,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.51036892519196
"response to axon injury",0.0308767139795093,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.51036892519196
"neuron projection development",0.0319866421419501,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.4950313484049
"transmission of nerve impulse",0.0319866421419501,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.4950313484049
"response to hydrogen peroxide",0.0319866421419501,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.4950313484049
"developmental process",0.0319866421419501,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.4950313484049
"regulation of neuron projection development",0.0319866421419501,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.4950313484049
"axon development",0.0319866421419501,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.4950313484049
"regulation of biological process",0.0319866421419501,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.4950313484049
"response to wounding",0.0319866421419501,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.4950313484049
"neuron development",0.0319866421419501,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.4950313484049
"cell communication",0.034041879950636,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.46798646416786
"negative regulation of neurogenesis",0.034041879950636,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.46798646416786
"biological regulation",0.034041879950636,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.46798646416786
"regulation of axonogenesis",0.035611335405546,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44841174021551
"negative regulation of nervous system development",0.035611335405546,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44841174021551
"regulation of postsynaptic membrane potential",0.035611335405546,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44841174021551
"keratinocyte differentiation",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"nervous system development",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"myelination",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"neuron projection morphogenesis",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"ensheathment of neurons",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"axon ensheathment",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"regulation of plasma membrane bounded cell projection organization",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"plasma membrane bounded cell projection morphogenesis",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"system development",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"cell projection morphogenesis",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"negative regulation of cellular component organization",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"neuron differentiation",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"regulation of cell projection organization",0.0356524588257056,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44791051300393
"response to reactive oxygen species",0.0361639538070659,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44172409416123
"negative regulation of neuron apoptotic process",0.0361639538070659,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.44172409416123
"anatomical structure morphogenesis",0.0366803348808908,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.43556670800041
"regeneration",0.0366803348808908,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.43556670800041
"generation of neurons",0.0366803348808908,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.43556670800041
"plasma membrane bounded cell projection organization",0.0366803348808908,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.43556670800041
"transport",0.0368828167808808,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.43317591880932
"cell projection organization",0.03817680336845,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.41820043889581
"response to glucose",0.0386032401204984,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.41337624176874
"response to hexose",0.039140103150035,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.40737803413453
"response to mechanical stimulus",0.039140103150035,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.40737803413453
"response to monosaccharide",0.039140103150035,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.40737803413453
"establishment of localization",0.0393360112864862,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.40520968010792
"epidermal cell differentiation",0.0393360112864862,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.40520968010792
"cell-cell adhesion via plasma-membrane adhesion molecules",0.0393360112864862,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.40520968010792
"regulation of anatomical structure morphogenesis",0.0393360112864862,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.40520968010792
"response to carbohydrate",0.0408899161854133,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.38838377964497
"cell differentiation",0.041282527758715,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.38423371840479
"cellular developmental process",0.041282527758715,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.38423371840479
"neurogenesis",0.041282527758715,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.38423371840479
"negative regulation of cell development",0.041282527758715,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.38423371840479
"animal organ development",0.0414042308398222,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.38295527877022
"multicellular organism development",0.0416199640062066,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.38069829971095
"response to hormone",0.0416431350115775,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.3804565830285
"regulation of neuron apoptotic process",0.0430512784822021,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.36601394689276
"skin development",0.0479947399045699,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.31880635753272
"cell morphogenesis",0.0486673062094076,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.31276269178334
"response to lipid",0.0487714007002054,"DREXvsHFD","nmSC","Overlap_MS","richR_GO",1.31183477142023
"cell adhesion",0.0154654437807275,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.81063761340695
"negative regulation of microvillus assembly",0.0154654437807275,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.81063761340695
"regulation of thyroid gland epithelial cell proliferation",0.0154654437807275,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.81063761340695
"negative regulation of thyroid gland epithelial cell proliferation",0.0154654437807275,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.81063761340695
"thyroid gland epithelial cell proliferation",0.0154654437807275,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.81063761340695
"neuron differentiation",0.0154654437807275,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.81063761340695
"generation of neurons",0.015988651245254,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.79618817049074
"regulation of plasma membrane bounded cell projection organization",0.0182178438843637,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.73950302387963
"regulation of cell projection organization",0.0182178438843637,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.73950302387963
"neurogenesis",0.0182178438843637,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.73950302387963
"regulation of axonogenesis",0.0197619748519645,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.70416965770106
"cell-cell adhesion",0.025497263065476,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.593506435227
"negative regulation of cell projection organization",0.0255126055162804,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.59324518609582
"cell-cell adhesion via plasma-membrane adhesion molecules",0.0353479753857853,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.45163545609514
"nervous system development",0.0353479753857853,"DREXvsHFD","ImmSC","Overlap_MS","richR_GO",1.45163545609514
"neuron projection morphogenesis",0.00121341008009315,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.91599240158692
"plasma membrane bounded cell projection morphogenesis",0.00121341008009315,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.91599240158692
"cell projection morphogenesis",0.00121341008009315,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.91599240158692
"cranial nerve structural organization",0.004627715910487,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.33463330968027
"neuron differentiation",0.004627715910487,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.33463330968027
"cell morphogenesis",0.004627715910487,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.33463330968027
"generation of neurons",0.004627715910487,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.33463330968027
"plasma membrane bounded cell projection organization",0.004627715910487,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.33463330968027
"neuron projection development",0.004627715910487,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.33463330968027
"cell projection organization",0.004627715910487,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.33463330968027
"anatomical structure arrangement",0.00547967485144124,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.26124521056933
"nervous system development",0.0066552691107304,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.17683437881556
"positive regulation of myelination",0.0068015364232178,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.16739297188865
"neuron development",0.0068015364232178,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.16739297188865
"neurogenesis",0.0068015364232178,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.16739297188865
"cranial nerve morphogenesis",0.00755876465685213,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.12154917626477
"anatomical structure morphogenesis",0.00829395485126781,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.08123833307842
"myelination",0.00923842537315857,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.03440204501625
"ensheathment of neurons",0.00923842537315857,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.03440204501625
"axon ensheathment",0.00923842537315857,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.03440204501625
"multicellular organism development",0.00926445178327338,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",2.03318027462284
"cellular component organization",0.0111399081397376,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.95311839036243
"cell migration",0.0111399081397376,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.95311839036243
"response to endogenous stimulus",0.0114166788175751,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.94246021666614
"cellular component organization or biogenesis",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"regulation of neuron differentiation",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"system development",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"positive regulation of nervous system process",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"rhombomere formation",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"rhombomere structural organization",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"rhombomere 3 structural organization",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"rhombomere 3 formation",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"rhombomere 5 morphogenesis",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"rhombomere 5 structural organization",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"rhombomere 5 formation",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"negative regulation of microvillus assembly",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"regulation of thyroid gland epithelial cell proliferation",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"negative regulation of thyroid gland epithelial cell proliferation",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"thyroid gland epithelial cell proliferation",0.011559887191445,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.93704640400995
"cranial nerve development",0.0121581645333796,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.91513198371393
"regulation of myelination",0.0130329791170733,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.88495630061722
"cell motility",0.0145038157609448,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.83851772563299
"rhythmic behavior",0.0183140294720201,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.73721609125629
"response to steroid hormone",0.019972141775056,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.69957535970555
"skeletal muscle cell differentiation",0.0241306359820339,"DREXvsHFD","majorSC","Overlap_MS","richR_GO",1.61743123176514
