"comparison","cell_type","gene_set","enrich_type","pathway","gene","pathway_padj"
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to chemical","Fam107a",0.043403570070329
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to chemical","Efhd1",0.043403570070329
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to chemical","Mmp15",0.043403570070329
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to chemical","Cav1",0.043403570070329
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to chemical","Crip1",0.043403570070329
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axonogenesis","Egr2",0.0442216064932543
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axonogenesis","Sema7a",0.0442216064932543
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axonogenesis","Mag",0.0442216064932543
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axonogenesis","Metrn",0.0442216064932543
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to osmotic stress","Slc2a1",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to osmotic stress","Efhd1",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Col1a1",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Frzb",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Cpe",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Nbl1",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Sema7a",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Serpine2",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Fgf1",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Rgcc",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Scube1",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell surface receptor signaling pathway","Cav1",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell-cell adhesion","Serpine2",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell-cell adhesion","Chst2",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell-cell adhesion","Rgcc",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell-cell adhesion","Cav1",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","sodium ion transport","Serpine2",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","sodium ion transport","Fxyd3",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","sodium ion transport","Nkain2",0.044361430749151
"EXvsHFD","majorSC","Overlap_MS","richR_GO","actin filament-based process","Ehd2",0.0445655939841167
"EXvsHFD","majorSC","Overlap_MS","richR_GO","actin filament-based process","Rgcc",0.0445655939841167
"EXvsHFD","majorSC","Overlap_MS","richR_GO","actin filament-based process","Fam107a",0.0445655939841167
"EXvsHFD","majorSC","Overlap_MS","richR_GO","actin filament-based process","Kank4",0.0445655939841167
"EXvsHFD","majorSC","Overlap_MS","richR_GO","actin filament-based process","Cav1",0.0445655939841167
"EXvsHFD","majorSC","Overlap_MS","richR_GO","monoatomic cation transmembrane transport","Fxyd3",0.045254809112669
"EXvsHFD","majorSC","Overlap_MS","richR_GO","monoatomic cation transmembrane transport","Kcna2",0.045254809112669
"EXvsHFD","majorSC","Overlap_MS","richR_GO","monoatomic cation transmembrane transport","Gpm6a",0.045254809112669
"EXvsHFD","majorSC","Overlap_MS","richR_GO","monoatomic cation transmembrane transport","Kcnk5",0.045254809112669
"EXvsHFD","majorSC","Overlap_MS","richR_GO","monoatomic cation transmembrane transport","Cav1",0.045254809112669
"EXvsHFD","majorSC","Overlap_MS","richR_GO","vascular associated smooth muscle cell proliferation","Rgcc",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","vascular associated smooth muscle cell proliferation","Cav1",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","vasculature development","Col1a1",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","vasculature development","Egr2",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","vasculature development","Fgf1",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","vasculature development","Rgcc",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","vasculature development","Cav1",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to peptide hormone","Col1a1",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to peptide hormone","Egr2",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to peptide hormone","Slc2a1",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to peptide hormone","Cav1",0.0454411905218751
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","Cpe",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","Sema7a",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","Mag",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","Serpine2",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","Kcna2",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","S100b",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","Gpm6a",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","Fam107a",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","Kank4",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","Kcnk5",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological quality","Cav1",0.0460695985728661
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","Col1a1",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","Egr2",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","Mag",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","Serpine2",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","Kcna2",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","S100b",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","Col14a1",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","Slc2a1",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","Fam107a",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","Mlip",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","system process","Cav1",0.0475429501472572
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental growth","Sema7a",0.0482142327042698
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental growth","Mag",0.0482142327042698
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental growth","Fgf1",0.0482142327042698
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental growth","S100b",0.0482142327042698
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental growth","Col14a1",0.0482142327042698
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cytoskeleton organization","Rgcc",0.0496752718247533
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cytoskeleton organization","Fam107a",0.0496752718247533
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cytoskeleton organization","Kank4",0.0496752718247533
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cytoskeleton organization","Cav1",0.0496752718247533
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell migration","Col1a1",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell migration","Chst2",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell migration","Fgf1",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell migration","Rgcc",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell migration","Gpm6a",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell migration","Fam107a",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell migration","Col1a1",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell migration","Chst2",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell migration","Fgf1",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell migration","Rgcc",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell migration","Fam107a",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell motility","Col1a1",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell motility","Chst2",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell motility","Fgf1",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell motility","Rgcc",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell motility","Fam107a",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell motility","Col1a1",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell motility","Chst2",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell motility","Fgf1",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell motility","Rgcc",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell motility","Gpm6a",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell motility","Fam107a",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of locomotion","Col1a1",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of locomotion","Chst2",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of locomotion","Fgf1",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of locomotion","Rgcc",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of locomotion","Fam107a",0.00669781160898258
"EXvsHFD","majorSC","Overlap_All3","richR_GO","locomotion","Col1a1",0.0118717777900842
"EXvsHFD","majorSC","Overlap_All3","richR_GO","locomotion","Chst2",0.0118717777900842
"EXvsHFD","majorSC","Overlap_All3","richR_GO","locomotion","Fgf1",0.0118717777900842
"EXvsHFD","majorSC","Overlap_All3","richR_GO","locomotion","Rgcc",0.0118717777900842
"EXvsHFD","majorSC","Overlap_All3","richR_GO","locomotion","Fam107a",0.0118717777900842
"EXvsHFD","majorSC","Overlap_All3","richR_GO","blood vessel development","Col1a1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","blood vessel development","Egr2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","blood vessel development","Fgf1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","blood vessel development","Rgcc",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell adhesion","Col1a1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell adhesion","Chst2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell adhesion","Rgcc",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell adhesion","Fam107a",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","vasculature development","Col1a1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","vasculature development","Egr2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","vasculature development","Fgf1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","vasculature development","Rgcc",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell adhesion","Col1a1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell adhesion","Rgcc",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell adhesion","Fam107a",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of epithelial to mesenchymal transition","Col1a1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of epithelial to mesenchymal transition","Rgcc",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","response to endogenous stimulus","Col1a1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","response to endogenous stimulus","Egr2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","response to endogenous stimulus","Fgf1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","response to endogenous stimulus","Rgcc",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","response to endogenous stimulus","Fam107a",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell-substrate adhesion","Col1a1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell-substrate adhesion","Fam107a",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","collagen biosynthetic process","Col1a1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","collagen biosynthetic process","Rgcc",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of exit from mitosis","Rgcc",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","rhombomere formation","Egr2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","rhombomere structural organization","Egr2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","rhombomere 3 structural organization","Egr2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","rhombomere 3 formation","Egr2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","rhombomere 5 morphogenesis","Egr2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","rhombomere 5 structural organization","Egr2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","rhombomere 5 formation","Egr2",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to vitamin E","Col1a1",0.0145828756822581
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of epithelial to mesenchymal transition","Col1a1",0.0254736037210696
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of epithelial to mesenchymal transition","Rgcc",0.0254736037210696
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to fibroblast growth factor stimulus","Col1a1",0.0254736037210696
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to fibroblast growth factor stimulus","Fgf1",0.0254736037210696
"EXvsHFD","majorSC","Overlap_All3","richR_GO","response to fibroblast growth factor","Col1a1",0.0282373711925641
"EXvsHFD","majorSC","Overlap_All3","richR_GO","response to fibroblast growth factor","Fgf1",0.0282373711925641
"EXvsHFD","majorSC","Overlap_All3","richR_GO","circulatory system development","Col1a1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","circulatory system development","Egr2",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","circulatory system development","Fgf1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","circulatory system development","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","anatomical structure formation involved in morphogenesis","Col1a1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","anatomical structure formation involved in morphogenesis","Egr2",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","anatomical structure formation involved in morphogenesis","Fgf1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","anatomical structure formation involved in morphogenesis","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","collagen metabolic process","Col1a1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","collagen metabolic process","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to endogenous stimulus","Col1a1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to endogenous stimulus","Fgf1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to endogenous stimulus","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to endogenous stimulus","Fam107a",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cell migration","Col1a1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cell migration","Fgf1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cell migration","Fam107a",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cell motility","Col1a1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cell motility","Fgf1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cell motility","Fam107a",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of G1/S transition of mitotic cell cycle","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of G1/S transition of mitotic cell cycle","Fam107a",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of locomotion","Col1a1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of locomotion","Fgf1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of locomotion","Fam107a",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","epithelial to mesenchymal transition","Col1a1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","epithelial to mesenchymal transition","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell adhesion","Col1a1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell adhesion","Chst2",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell adhesion","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell adhesion","Fam107a",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","actin filament bundle assembly","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","actin filament bundle assembly","Fam107a",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of developmental process","Col1a1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of developmental process","Egr2",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of developmental process","Fgf1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of developmental process","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of endothelial cell migration","Fgf1",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of endothelial cell migration","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","actin filament bundle organization","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","actin filament bundle organization","Fam107a",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of mitotic cell cycle phase transition","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of mitotic cell cycle phase transition","Fam107a",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell cycle G1/S phase transition","Rgcc",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell cycle G1/S phase transition","Fam107a",0.0314168390380579
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to growth factor stimulus","Col1a1",0.0351227891692227
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to growth factor stimulus","Fgf1",0.0351227891692227
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to growth factor stimulus","Rgcc",0.0351227891692227
"EXvsHFD","majorSC","Overlap_All3","richR_GO","system development","Col1a1",0.0370726994420913
"EXvsHFD","majorSC","Overlap_All3","richR_GO","system development","Egr2",0.0370726994420913
"EXvsHFD","majorSC","Overlap_All3","richR_GO","system development","Fgf1",0.0370726994420913
"EXvsHFD","majorSC","Overlap_All3","richR_GO","system development","Rgcc",0.0370726994420913
"EXvsHFD","majorSC","Overlap_All3","richR_GO","system development","Gpm6a",0.0370726994420913
"EXvsHFD","majorSC","Overlap_All3","richR_GO","system development","Fam107a",0.0370726994420913
"EXvsHFD","majorSC","Overlap_All3","richR_GO","response to growth factor","Col1a1",0.0377460009498753
"EXvsHFD","majorSC","Overlap_All3","richR_GO","response to growth factor","Fgf1",0.0377460009498753
"EXvsHFD","majorSC","Overlap_All3","richR_GO","response to growth factor","Rgcc",0.0377460009498753
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of DNA-templated transcription","Col1a1",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of DNA-templated transcription","Egr2",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of DNA-templated transcription","Fgf1",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of DNA-templated transcription","Rgcc",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of RNA biosynthetic process","Col1a1",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of RNA biosynthetic process","Egr2",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of RNA biosynthetic process","Fgf1",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of RNA biosynthetic process","Rgcc",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","anatomical structure morphogenesis","Col1a1",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","anatomical structure morphogenesis","Egr2",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","anatomical structure morphogenesis","Fgf1",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","anatomical structure morphogenesis","Rgcc",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","anatomical structure morphogenesis","Gpm6a",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cellular process","Col1a1",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cellular process","Egr2",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cellular process","Chst2",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cellular process","Fgf1",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cellular process","Rgcc",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cellular process","Gpm6a",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cellular process","Fam107a",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","G1/S transition of mitotic cell cycle","Rgcc",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","G1/S transition of mitotic cell cycle","Fam107a",0.0386465978071509
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of mitotic cell cycle","Rgcc",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of mitotic cell cycle","Fam107a",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","transport","Col1a1",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","transport","Egr2",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","transport","Pmp2",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","transport","Rgcc",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","transport","Gpm6a",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","transport","Kcnk5",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell-substrate adhesion","Col1a1",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell-substrate adhesion","Fam107a",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","endothelial cell migration","Fgf1",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","endothelial cell migration","Rgcc",0.0398571804039762
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of protein modification process","Fgf1",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of protein modification process","Fam107a",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell cycle G1/S phase transition","Rgcc",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","cell cycle G1/S phase transition","Fam107a",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of RNA metabolic process","Col1a1",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of RNA metabolic process","Egr2",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of RNA metabolic process","Fgf1",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of RNA metabolic process","Rgcc",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","mesenchymal cell differentiation","Col1a1",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","mesenchymal cell differentiation","Rgcc",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell cycle phase transition","Rgcc",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell cycle phase transition","Fam107a",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","establishment of localization","Col1a1",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","establishment of localization","Egr2",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","establishment of localization","Pmp2",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","establishment of localization","Rgcc",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","establishment of localization","Gpm6a",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","establishment of localization","Kcnk5",0.0400731930981649
"EXvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of macromolecule metabolic process","Col1a1",0.0400731930981649
