"","Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:0141091","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway",399,27,0.0676691729323308,2.11733576870629,4.09891945779317,0.000219271138525356,0.00333514946496073,"COL3A1, PPARG, CDKN2B, GPC3, FBN1, FZD1, CHRDL1, TSKU, ITGB5, DKK3, FUT8, FSTL1, HTRA1, SFRP2, SFRP1, FBN2, PMEPA1, FOXD1, THBS1, PRDM16, FOS, INHBA, COL1A2, ITGA8, NPNT, BCL9L, DAB2"
"GO:0040013","GO:0040013","negative regulation of locomotion",421,28,0.0665083135391924,2.08101303844345,4.07596943116186,0.000224368248890219,0.00339750557605996,"COL3A1, PPARG, SERPINF1, KANK1, HMOX1, THY1, LRP1, SFRP2, SFRP1, ATP2B4, CYP19A1, SEMA6D, CXCL12, JAG1, THBS1, CYP1B1, CLASP2, NR2F2, ITGB1BP1, SIN3B, STARD13, MEOX2, ARHGDIB, FBLN1, MMRN1, IGFBP3, OSBPL8, ST6GAL1"
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process",111,12,0.108108108108108,3.38265053739263,4.57456352928493,0.000224918377036462,0.00339750557605996,"ACSL1, PTGDS, GPX1, ELOVL5, EPHX1, GPX4, MGLL, ACSF2, AKR1C3, CYP1B1, ACOT2, ACSL4"
"GO:1901655","GO:1901655","cellular response to ketone",111,12,0.108108108108108,3.38265053739263,4.57456352928493,0.000224918377036462,0.00339750557605996,"AR, AKR1C2, SERPINF1, NCOA4, ACACA, SFRP1, AKR1C3, CYP1B1, FOS, AQP1, POSTN, TNC"
"GO:0019693","GO:0019693","ribose phosphate metabolic process",379,26,0.0686015831134565,2.14651043335865,4.0969534229868,0.000230520192441211,0.00346622371556579,"IGF1, PYGL, MTHFD1, COL6A1, PFKFB3, ALDOC, GPD1, NPR1, NME4, BCL2L13, TJP2, ALDOA, ABCC9, ENPP1, HSPA8, ENO1, PDE1A, NUPR1, HK1, RHOQ, SLC4A1, PAPSS2, LRRK2, LDHA, IMPDH1, PDE8B"
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process",199,17,0.085427135678392,2.67297385429644,4.31090177520524,0.000231738638774075,0.00347660746005936,"IDH1, ASAH1, PDK4, DKK3, ORMDL3, CHP1, ELOVL5, INSIG1, LPGAT1, CCDC3, SREBF2, C3, AKR1C3, ADM, NR1H3, PDE8B, DAB2"
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process",128,13,0.1015625,3.17784161813644,4.49217495386619,0.000233838189643997,0.00349219573014822,"IGF1, COL6A1, PFKFB3, ALDOC, GPD1, BCL2L13, TJP2, ALDOA, ENO1, NUPR1, HK1, SLC4A1, LDHA"
"GO:0030282","GO:0030282","bone mineralization",128,13,0.1015625,3.17784161813644,4.49217495386619,0.000233838189643997,0.00349219573014822,"IGF1, DDR2, GPC3, COL6A1, SGMS2, FBN2, ANO6, ENPP1, COL1A2, SLC24A3, RXRA, ANKH, S1PR1"
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway",181,16,0.0883977900552486,2.76592419632105,4.33764301487562,0.000238215649933098,0.00354150851119499,"IGFBP6, GPC3, FZD1, TSKU, DKK3, TLE2, SOX13, DACT1, LRP1, SFRP2, SFRP1, APC2, LRP4, APCDD1, CSNK1E, DAB2"
"GO:0051289","GO:0051289","protein homotetramerization",66,9,0.136363636363636,4.26675238239298,4.83052042191673,0.00023885887742823,0.00354307334851875,"ME1, ACACA, B2M, ACACB, ALDH9A1, SHMT1, ALDOA, ITPR3, HCN1"
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis",238,19,0.0798319327731092,2.49790265523847,4.22551983130085,0.000244774812715219,0.00362266722818523,"PLXNA4, SIX1, MAPT, SEMA3G, DCLK1, SLC23A2, SLIT3, SFRP2, SFRP1, SEMA6D, CXCL12, ITGB1, RTN4, CLASP2, L1CAM, POSTN, TNC, S1PR1, AUTS2"
"GO:0061458","GO:0061458","reproductive system development",318,23,0.0723270440251572,2.2630783076424,4.12752354918747,0.000246110122975259,0.00363426293702927,"IDH1, FZD4, AR, SERPINF1, COL6A1, NCOA4, BOK, UBB, DHCR24, GFRA1, PTCH1, SLIT3, SFRP2, SFRP1, C3, CYP19A1, AKR1C3, NUPR1, MMP2, CYP1B1, INHBA, NR2F2, TNC"
"GO:0051051","GO:0051051","negative regulation of transport",467,30,0.0642398286937901,2.0100332422408,4.01603110136054,0.000246680204928368,0.00363453205740097,"CD36, PTGER3, ANGPT1, ANXA1, CHP1, CRYAB, INSIG1, ADRA2A, SYT11, SFRP1, SREBF2, P2RY1, RHBDF1, ENPP1, TBC1D4, THBS1, INHBA, NCKAP1L, PEA15, AKT2, MAOB, ANK3, SNX3, ATP9A, ACSL4, ANXA2, LRRK2, NR1H3, CD84, PDE8B"
"GO:0060348","GO:0060348","bone development",219,18,0.0821917808219178,2.57174116199029,4.25098000109723,0.00024773838408155,0.00364197544098457,"COL3A1, IGF1, BNC2, DDR2, FBN1, COL6A1, GHR, TSKU, PLXNB1, SERPINH1, INSIG1, EBP, SLC38A10, COL1A1, ANXA2, PAPSS2, XYLT1, FREM1"
"GO:0001101","GO:0001101","response to acid chemical",146,14,0.0958904109589041,3.00036468898867,4.40879970580761,0.000249618247757575,0.00365330173273642,"COL3A1, PLEC, SIX1, COL6A1, NQO1, SESN3, ATP2B4, COL5A2, CPEB4, NTRK2, MMP2, COL1A1, COL1A2, HCN1"
"GO:1903036","GO:1903036","positive regulation of response to wounding",81,10,0.123456790123457,3.8629033914669,4.69168482943282,0.000251735492078432,0.00367611962489702,"CD36, DMTN, DDR2, ANXA1, KANK1, ADRA2A, ANO6, ITGB1, THBS1, VEGFB"
"GO:0071248","GO:0071248","cellular response to metal ion",182,16,0.0879120879120879,2.75072681062698,4.31229237778196,0.000253636253591057,0.00369568222599713,"ASPH, SERPINF1, NQO1, HMOX1, LGMN, B2M, BNIP3, FABP4, ABCC9, AKR1C3, FOS, AQP1, ANK3, SLC1A1, LRRK2, RASGRP2"
"GO:2000146","GO:2000146","negative regulation of cell motility",403,27,0.0669975186104218,2.09632002906653,4.04237223408006,0.000257135946432704,0.00372197218286986,"COL3A1, PPARG, SERPINF1, KANK1, HMOX1, THY1, LRP1, SFRP2, SFRP1, ATP2B4, CYP19A1, SEMA6D, CXCL12, JAG1, THBS1, CYP1B1, CLASP2, NR2F2, ITGB1BP1, SIN3B, STARD13, MEOX2, ARHGDIB, FBLN1, MMRN1, IGFBP3, OSBPL8"
"GO:0046460","GO:0046460","neutral lipid biosynthetic process",53,8,0.150943396226415,4.72294603334066,4.93150891249131,0.000258862576926509,0.00373056659001749,"ACSL1, AGPAT2, GPAM, PNPLA2, LPGAT1, DGAT1, C3, NR1H3"
"GO:0046463","GO:0046463","acylglycerol biosynthetic process",53,8,0.150943396226415,4.72294603334066,4.93150891249131,0.000258862576926509,0.00373056659001749,"ACSL1, AGPAT2, GPAM, PNPLA2, LPGAT1, DGAT1, C3, NR1H3"
"GO:0020027","GO:0020027","hemoglobin metabolic process",19,5,0.263157894736842,8.23408354496891,5.73221017053288,0.000262731281030654,0.00375620131685139,"CAT, ALAS2, INHBA, ALAS1, SLC25A37"
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis",29,6,0.206896551724138,6.47369326983763,5.35990215385992,0.000263493016760605,0.00375620131685139,"PLXNA4, TSKU, DCLK1, MYCBP2, NFIB, NR4A2"
"GO:0022011","GO:0022011","myelination in peripheral nervous system",29,6,0.206896551724138,6.47369326983763,5.35990215385992,0.000263493016760605,0.00375620131685139,"PLEC, COL6A1, ITGB4, ARHGEF10, NTRK2, AKT2"
"GO:0032292","GO:0032292","peripheral nervous system axon ensheathment",29,6,0.206896551724138,6.47369326983763,5.35990215385992,0.000263493016760605,0.00375620131685139,"PLEC, COL6A1, ITGB4, ARHGEF10, NTRK2, AKT2"
"GO:1902430","GO:1902430","negative regulation of amyloid-beta formation",29,6,0.206896551724138,6.47369326983763,5.35990215385992,0.000263493016760605,0.00375620131685139,"IGF1, SPON1, RTN3, NTRK2, RTN4, CLU"
"GO:0042445","GO:0042445","hormone metabolic process",240,19,0.0791666666666667,2.47708679977815,4.18449549786022,0.000272235027250839,0.00385578470854629,"AKR1C1, RETSAT, AKR1C2, PNPLA2, GHR, LIPE, DKK3, CTSB, ADH1B, DGAT1, CYP19A1, CPE, AKR1C3, CYP1B1, INHBA, ADM, PAPSS2, PDE8B, DAB2"
"GO:0007178","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway",427,28,0.0655737704918033,2.05177163743488,3.99452563872065,0.000282544131521195,0.00398519601318365,"COL3A1, PPARG, CDKN2B, GPC3, FBN1, FZD1, CHRDL1, TSKU, ITGB5, DKK3, FUT8, FSTL1, LRP1, HTRA1, SFRP2, SFRP1, FBN2, PMEPA1, FOXD1, THBS1, PRDM16, FOS, INHBA, COL1A2, ITGA8, NPNT, BCL9L, DAB2"
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus",384,26,0.0677083333333333,2.11856107875763,4.02390443873666,0.000282582225653928,0.00398519601318365,"FZD4, PPARG, CDKN2B, GPC3, DMD, FBN1, GPC1, FZD1, CHRDL1, DKK3, FSTL1, HTRA1, SFRP2, SFRP1, FBN2, ATP2B4, PMEPA1, FOXD1, ITGB1, THBS1, PRDM16, VEGFB, MMRN1, ITGA8, NPNT, BCL9L"
"GO:0010762","GO:0010762","regulation of fibroblast migration",41,7,0.170731707317073,5.34211273893105,5.05718982396118,0.000287246771608534,0.00401657587646243,"DMTN, DDR2, ITGB1, THBS1, ITGB1BP1, AQP1, ACTA2"
"GO:0097242","GO:0097242","amyloid-beta clearance",41,7,0.170731707317073,5.34211273893105,5.05718982396118,0.000287246771608534,0.00401657587646243,"CD36, MSR1, LRP1, ITGB2, C3, LRP4, CLU"
"GO:0034440","GO:0034440","lipid oxidation",114,12,0.105263157894737,3.29363341798756,4.4631255955945,0.000288873710159829,0.00403076748964541,"PDK4, ACAA2, ACACB, ECHDC1, ECHS1, ACOX1, EHHADH, ABCC9, ADIPOR2, AKT2, FMO2, HADHA"
"GO:0050873","GO:0050873","brown fat cell differentiation",54,8,0.148148148148148,4.63548406976028,4.86100259371881,0.000295496435933984,0.00411024062730711,"LAMB3, SIX1, PEX11A, EBF2, BNIP3, SOX13, FABP4, PRDM16"
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction",68,9,0.132352941176471,4.14125966526378,4.71505984896053,0.000300530092617234,0.00415817476885946,"COL3A1, IGF1, SOS1, PLXNB1, NET1, RTN4, ERBB2, LRP4, AUTS2"
"GO:0009755","GO:0009755","hormone-mediated signaling pathway",223,18,0.0807174887892377,2.52561127567656,4.1641756220822,0.000309108472688978,0.00423862509673676,"ACSL1, AR, PPARG, GHR, NCOA4, SFRP1, PGRMC2, PMEPA1, ADIPOR2, AKR1C3, PPARGC1B, KDM4C, PRCP, RXRA, NR1H3, DAB2, LMO3, ACTN4"
"GO:0006101","GO:0006101","citrate metabolic process",5,3,0.6,18.7737104825291,7.22209377169678,0.000309562507065044,0.00423862509673676,"ACO1, CS, ACLY"
"GO:0071798","GO:0071798","response to prostaglandin D",5,3,0.6,18.7737104825291,7.22209377169678,0.000309562507065044,0.00423862509673676,"AKR1C2, AKR1C3, TNC"
"GO:0071799","GO:0071799","cellular response to prostaglandin D stimulus",5,3,0.6,18.7737104825291,7.22209377169678,0.000309562507065044,0.00423862509673676,"AKR1C2, AKR1C3, TNC"
"GO:1905605","GO:1905605","positive regulation of blood-brain barrier permeability",5,3,0.6,18.7737104825291,7.22209377169678,0.000309562507065044,0.00423862509673676,"ANGPT1, TJP1, TJP2"
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process",115,12,0.104347826086957,3.26499312739637,4.42680204512886,0.000313358875756364,0.00428170447247181,"AKR1C1, SCD, AKR1C2, PTGDS, GPX1, ELOVL5, EPHX1, GPX4, ACOX1, MGLL, AKR1C3, CYP1B1"
"GO:0120255","GO:0120255","olefinic compound biosynthetic process",30,6,0.2,6.25790349417637,5.23675443253512,0.00032054805006439,0.00436246636457387,"DKK3, CYP19A1, AKR1C3, INHBA, ADM, DAB2"
"GO:0043010","GO:0043010","camera-type eye development",366,25,0.0683060109289618,2.137262122328,3.99219162425472,0.000322408281578109,0.00437810503602768,"FZD4, SOS1, SERPINF1, EFEMP1, FBN1, TSKU, CRYAB, THY1, COL8A2, FBN2, ATP2B4, COL8A1, NFIB, NTRK2, JAG1, CYP1B1, FOS, INHBA, TMOD1, NHS, AQP1, TMEM135, SLC1A1, FZD5, HCN1"
"GO:0030336","GO:0030336","negative regulation of cell migration",388,26,0.0670103092783505,2.09672024289415,3.96626038460264,0.000331458258419081,0.00449173681059273,"COL3A1, PPARG, SERPINF1, KANK1, HMOX1, THY1, LRP1, SFRP2, SFRP1, ATP2B4, CYP19A1, SEMA6D, CXCL12, JAG1, THBS1, CYP1B1, CLASP2, NR2F2, ITGB1BP1, SIN3B, STARD13, MEOX2, ARHGDIB, MMRN1, IGFBP3, OSBPL8"
"GO:1905953","GO:1905953","negative regulation of lipid localization",69,9,0.130434782608696,4.08124140924546,4.65897924907942,0.000335980157283076,0.00453806855275355,"PPARG, PNPLA2, NFKBIA, SREBF2, THBS1, AKT2, ACSL4, OSBPL8, NR1H3"
"GO:0099024","GO:0099024","plasma membrane invagination",55,8,0.145454545454545,4.55120254121918,4.79220177144173,0.000336255307279644,0.00453806855275355,"CD36, MSR1, GSN, ITGB2, ANO6, C3, THBS1, NCKAP1L"
"GO:0062012","GO:0062012","regulation of small molecule metabolic process",347,24,0.069164265129683,2.16411648213592,3.97692864320826,0.000351971702202338,0.00474046141248384,"IGF1, PPARG, PDK4, ME1, DKK3, ELOVL5, ACACB, GPD1, INSIG1, LPGAT1, SREBF2, P2RY1, ATP2B4, AKR1C3, ENO1, NUPR1, ADM, AKT2, SLC4A1, SLC35B4, FMO2, IGFBP3, NR1H3, DAB2"
"GO:0042326","GO:0042326","negative regulation of phosphorylation",226,18,0.079646017699115,2.49208546228263,4.10030058359854,0.000363430691560635,0.00487485648598441,"DMTN, CDKN2B, DMD, PTPN13, CHP1, YWHAG, THY1, SFRP2, SFRP1, ENPP1, KLHL31, TRIB2, INHBA, NR2F2, ITGB1BP1, FBLN1, IGFBP3, DNAJC10"
"GO:1903828","GO:1903828","negative regulation of protein localization",226,18,0.079646017699115,2.49208546228263,4.10030058359854,0.000363430691560635,0.00487485648598441,"CD36, DMTN, ANGPT1, MAPT, CHP1, INSIG1, DCLK1, ADRA2A, SFRP1, RHBDF1, ITGB1BP1, RHOQ, SNX3, LRRK2, YWHAZ, NR1H3, PDE8B, DAB2"
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process",134,13,0.0970149253731343,3.03555020239899,4.29664399777794,0.000367024465956148,0.00490132162998475,"IGF1, COL6A1, PFKFB3, ALDOC, GPD1, BCL2L13, TJP2, ALDOA, ENO1, NUPR1, HK1, SLC4A1, LDHA"
"GO:0010821","GO:0010821","regulation of mitochondrion organization",117,12,0.102564102564103,3.20918127906481,4.35533751678915,0.000367636332403958,0.00490132162998475,"IGF1, PPARG, ACAA2, MAPT, GPX1, BOK, BNIP3, TFRC, SQSTM1, TMEM135, CLU, LRRK2"
"GO:0043547","GO:0043547","positive regulation of GTPase activity",117,12,0.102564102564103,3.20918127906481,4.35533751678915,0.000367636332403958,0.00490132162998475,"DOCK11, PLXNB1, ITGA6, RGS6, THY1, ARHGEF10, SFRP1, NET1, ITGB1, APC2, RAP1GAP, RASGRP2"
"GO:0044282","GO:0044282","small molecule catabolic process",370,25,0.0675675675675676,2.1141565858704,3.93282359418312,0.000379153779883749,0.00504466019053409,"ALDH2, ACSS2, ACAA2, FAH, GPT2, AMT, ACACB, ECHDC1, FUT8, BCL2L13, ECHS1, ACOX1, EHHADH, SHMT1, SLC16A1, ATP2B4, PCCB, AKR1C3, ENO1, HK1, AKT2, ALDH1L1, CARNS1, HADHA, HNMT"
"GO:0071229","GO:0071229","cellular response to acid chemical",101,11,0.108910891089109,3.40776922950199,4.40846344363871,0.000381444493336829,0.00504504957001777,"COL3A1, PLEC, SIX1, COL6A1, SESN3, COL5A2, CPEB4, NTRK2, MMP2, COL1A1, COL1A2"
"GO:0085029","GO:0085029","extracellular matrix assembly",56,8,0.142857142857143,4.46993106726884,4.72503195666654,0.000381481124486615,0.00504504957001777,"COL3A1, PPARG, COL6A1, PXDN, MYH11, NTN4, CLASP2, COL1A2"
"GO:1902992","GO:1902992","negative regulation of amyloid precursor protein catabolic process",31,6,0.193548387096774,6.05603563952552,5.1190752133362,0.000386844327377592,0.00510572493007779,"IGF1, SPON1, RTN3, NTRK2, RTN4, CLU"
"GO:0022604","GO:0022604","regulation of cell morphogenesis",247,19,0.0769230769230769,2.4068859592986,4.04408924169559,0.000390657268265624,0.00514573753759481,"SPARC, DMTN, FZD4, ANXA1, PLXNB1, KANK1, EPB41L3, PALM, MYH14, SH3KBP1, PARVB, SLC23A2, ITGB2, ALDOA, P2RY1, RHOQ, FMNL1, SYNE3, BCL9L"
"GO:0009259","GO:0009259","ribonucleotide metabolic process",371,25,0.0673854447439353,2.10845805059851,3.91809867309774,0.000394644841381735,0.00518788607852316,"IGF1, MTHFD1, COL6A1, PFKFB3, ALDOC, GPD1, NPR1, NME4, BCL2L13, TJP2, ALDOA, ABCC9, ENPP1, HSPA8, ENO1, PDE1A, NUPR1, HK1, RHOQ, SLC4A1, PAPSS2, LRRK2, LDHA, IMPDH1, PDE8B"
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process",171,15,0.087719298245614,2.74469451498964,4.16431285120094,0.000400934218371477,0.00526006526333575,"ANGPT1, SIX1, FZD1, BOK, LGMN, CPEB4, NTRK2, EN1, GBE1, CLU, SLC1A1, VEGFB, IL6ST, NR4A2, CHL1"
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",190,16,0.0842105263157895,2.63490673439005,4.11544883561253,0.00041132473213473,0.0053856554390444,"IGF1, ANGPT1, AKR1C2, DDR2, PLXNB1, GPX1, CAT, AKR1C3, ITGB1, NTRK2, THBS1, RTN4, ITGB1BP1, PROS1, VEGFB, OSBPL8"
"GO:0043589","GO:0043589","skin morphogenesis",12,4,0.333333333333333,10.4298391569606,5.93711956539311,0.000416619204009498,0.00543110554467078,"ITGA6, ITGB4, COL1A1, COL1A2"
"GO:2000651","GO:2000651","positive regulation of sodium ion transmembrane transporter activity",12,4,0.333333333333333,10.4298391569606,5.93711956539311,0.000416619204009498,0.00543110554467078,"DMD, CHP1, ANK3, ACTN4"
"GO:0045600","GO:0045600","positive regulation of fat cell differentiation",71,9,0.126760563380282,3.96627686250615,4.54992821167057,0.000417269876344278,0.00543110554467078,"PPARG, LPL, SIX1, SOX13, CCDC3, SFRP2, SFRP1, ZBTB7C, LMO3"
"GO:1903531","GO:1903531","negative regulation of secretion by cell",154,14,0.0909090909090909,2.84450158826199,4.17606525912618,0.000432051349131087,0.00561240667727286,"ANXA1, ADRA2A, SYT11, SFRP1, P2RY1, RHBDF1, INHBA, NCKAP1L, MAOB, ATP9A, ACSL4, NR1H3, CD84, PDE8B"
"GO:0019432","GO:0019432","triglyceride biosynthetic process",44,7,0.159090909090909,4.97787777945848,4.79986171704753,0.000450713002008048,0.00583181892185658,"ACSL1, AGPAT2, GPAM, LPGAT1, DGAT1, C3, NR1H3"
"GO:0050892","GO:0050892","intestinal absorption",44,7,0.159090909090909,4.97787777945848,4.79986171704753,0.000450713002008048,0.00583181892185658,"AKR1C1, CD36, ACO1, EPB41, ADRA2A, TJP2, SLC2A5"
"GO:0071774","GO:0071774","response to fibroblast growth factor",173,15,0.0867052023121387,2.71296394256201,4.11263795190942,0.000453686439368948,0.00584731680955752,"DDR2, SOS1, GPC1, FGFRL1, SFRP1, ITGB1, NTRK2, THBS1, COL1A1, ITGB1BP1, ERBB2, HYAL1, POSTN, TNC, GRB2"
"GO:0034764","GO:0034764","positive regulation of transmembrane transport",211,17,0.0805687203791469,2.52095638390991,4.03692348773173,0.000459387357924443,0.00590922878767653,"ACSL1, IGF1, ASPH, KCNIP2, GPC3, DMD, CHP1, THY1, CTSS, ANO6, C3, ITGB1, RHOQ, AKT2, ANK3, OSBPL8, ACTN4"
"GO:0061448","GO:0061448","connective tissue development",291,21,0.0721649484536082,2.25800641542446,3.92968884918032,0.000464769959799656,0.00596681277824665,"COL3A1, PPARG, LPL, EFEMP1, COL6A1, GHR, TSKU, EBF2, SERPINH1, UBB, BMP3, PRRX1, SFRP2, PGRMC2, ABHD15, FOXD1, NFIB, COL1A1, HYAL1, LOXL2, ACTA2"
"GO:0007015","GO:0007015","actin filament organization",463,29,0.0626349892008639,1.95981858888893,3.79957701224806,0.000470215860281117,0.00602498376617011,"DMTN, LCP1, PLEC, PAK3, ITGB5, KANK1, NEBL, MTSS1, TJP1, SH3KBP1, ARHGEF10, MYO5B, GSN, STMN1, TPM2, SFRP1, ALDOA, CXCL12, PPARGC1B, MICAL2, CLASP2, ITGB1BP1, TMOD1, NCKAP1L, RHOQ, MICALL2, MSRB2, S1PR1, GRB2"
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process",271,20,0.0738007380073801,2.30918948124589,3.94440515054018,0.0004736291783652,0.00604519722618839,"DMTN, CDKN2B, DMD, PTPN13, CHP1, YWHAG, THY1, SFRP2, SFRP1, ENPP1, KLHL31, TRIB2, NUPR1, INHBA, NR2F2, ITGB1BP1, SLC4A1, FBLN1, IGFBP3, DNAJC10"
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process",271,20,0.0738007380073801,2.30918948124589,3.94440515054018,0.0004736291783652,0.00604519722618839,"DMTN, CDKN2B, DMD, PTPN13, CHP1, YWHAG, THY1, SFRP2, SFRP1, ENPP1, KLHL31, TRIB2, NUPR1, INHBA, NR2F2, ITGB1BP1, SLC4A1, FBLN1, IGFBP3, DNAJC10"
"GO:0000041","GO:0000041","transition metal ion transport",104,11,0.105769230769231,3.30946819403558,4.29116470313476,0.000491199951450644,0.00624266964639611,"FTL, FTH1, SCARA5, B2M, CYBRD1, FLVCR2, PGRMC2, TFRC, SLC22A17, SLC25A37, SLC1A1"
"GO:0072523","GO:0072523","purine-containing compound catabolic process",156,14,0.0897435897435897,2.80803361918171,4.12021586624132,0.000492313966859027,0.00624266964639611,"IGF1, COL6A1, PFKFB3, ALDOC, GPD1, BCL2L13, ALDOA, ENO1, PDE1A, NUPR1, HK1, SLC4A1, LDHA, PDE8B"
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process",156,14,0.0897435897435897,2.80803361918171,4.12021586624132,0.000492313966859027,0.00624266964639611,"AKR1C1, CD36, MAPT, CRYAB, BNIP3, ITGB2, AKR1C3, THBS1, CYP1B1, ARF4, PRCP, SLC5A3, LRRK2, GRB2"
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process",334,23,0.0688622754491018,2.15466737074935,3.8686894267689,0.000492892228382322,0.00624266964639611,"SCD, PLOD2, PDK4, PTGDS, ACSS2, LPL, MTHFD1, FASN, ACACA, ELOVL5, ACACB, GPX4, INSIG1, LPGAT1, ACLY, DSEL, MGLL, SHMT1, ATP2B4, AKR1C3, CARNS1, NR1H3, PHGDH"
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway",252,19,0.0753968253968254,2.359130285503,3.94669196865175,0.000500576687309733,0.0063278273754739,"COL3A1, PPARG, CDKN2B, FBN1, TSKU, ITGB5, DKK3, FUT8, HTRA1, FBN2, PMEPA1, THBS1, PRDM16, FOS, COL1A2, ITGA8, NPNT, BCL9L, DAB2"
"GO:0051048","GO:0051048","negative regulation of secretion",175,15,0.0857142857142857,2.6819586403613,4.06169074111116,0.000512270191291312,0.00646324038284403,"PTGER3, ANXA1, ADRA2A, SYT11, SFRP1, P2RY1, RHBDF1, INHBA, NCKAP1L, MAOB, ATP9A, ACSL4, NR1H3, CD84, PDE8B"
"GO:0006720","GO:0006720","isoprenoid metabolic process",122,12,0.0983606557377049,3.07765745615231,4.18320838339268,0.000539112545876832,0.00678890100792508,"AKR1C1, RETSAT, PNPLA2, DHDDS, LIPE, ADH1B, LRP1, DGAT1, MVD, AKR1C3, CYP1B1, ALDH3A2"
"GO:0016101","GO:0016101","diterpenoid metabolic process",89,10,0.112359550561798,3.51567612032381,4.32237214929953,0.000542648856203298,0.00681879972269865,"AKR1C1, RETSAT, PNPLA2, LIPE, ADH1B, LRP1, DGAT1, AKR1C3, CYP1B1, ALDH3A2"
"GO:0043604","GO:0043604","amide biosynthetic process",176,15,0.0852272727272727,2.66672023899561,4.03648381544111,0.000543908114931461,0.00681879972269865,"ACSL1, ASAH1, PDK4, ACSS2, ORMDL3, FASN, ACACA, ELOVL5, ACACB, SGMS2, ACLY, SLC1A1, ACSL4, ST3GAL1, CARNS1"
"GO:0071379","GO:0071379","cellular response to prostaglandin stimulus",22,5,0.227272727272727,7.11125397065497,5.21120475440529,0.000549596821297135,0.00685343373435371,"AKR1C2, ACACA, SFRP1, AKR1C3, TNC"
"GO:0010743","GO:0010743","regulation of macrophage derived foam cell differentiation",33,6,0.181818181818182,5.68900317652398,4.89847806845433,0.000551224103506449,0.00685343373435371,"CD36, PPARG, LPL, MSR1, NFKBIA, NR1H3"
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process",254,19,0.0748031496062992,2.34055445648329,3.90837836159627,0.000551521390708696,0.00685343373435371,"IGF1, COL6A1, PFKFB3, ALDOC, GPD1, NME4, BCL2L13, ALDOA, ABCC9, ENPP1, HSPA8, ENO1, NUPR1, HK1, RHOQ, SLC4A1, LRRK2, LDHA, IMPDH1"
"GO:0034599","GO:0034599","cellular response to oxidative stress",254,19,0.0748031496062992,2.34055445648329,3.90837836159627,0.000551521390708696,0.00685343373435371,"CD36, VKORC1L1, DDR2, NQO1, MAPT, GPX1, CAT, AIFM2, BNIP3, FUT8, NET1, PPARGC1B, MMP2, CYP1B1, FOS, AQP1, SLC1A1, LRRK2, NR4A2"
"GO:0016053","GO:0016053","organic acid biosynthetic process",337,23,0.0682492581602374,2.13548635557947,3.82178174169162,0.000557859774428877,0.00691914213632501,"SCD, PLOD2, PDK4, PTGDS, ACSS2, LPL, MTHFD1, FASN, ACACA, ELOVL5, ACACB, GPX4, INSIG1, LPGAT1, ACLY, DSEL, MGLL, SHMT1, ATP2B4, AKR1C3, CARNS1, NR1H3, PHGDH"
"GO:0043491","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction",316,22,0.069620253164557,2.17838412771962,3.8384214543105,0.000559784576049431,0.00692996469522848,"IGF1, ANGPT1, AKR1C2, DDR2, COL6A1, COL6A2, PLXNB1, PTPN13, GPX1, CAT, COL6A3, SESN3, AKR1C3, ITGB1, NTRK2, THBS1, RTN4, ITGB1BP1, ERBB2, PROS1, VEGFB, OSBPL8"
"GO:0021953","GO:0021953","central nervous system neuron differentiation",215,17,0.0790697674418605,2.47405486979066,3.9497729278769,0.0005693637984507,0.00703532828629701,"PLXNA4, FZD1, TSKU, MAPT, B2M, UBB, DCLK1, PTCH1, SFRP2, SFRP1, MYCBP2, NFIB, NTRK2, INHBA, ARHGEF28, TOX, NR4A2"
"GO:0043523","GO:0043523","regulation of neuron apoptotic process",255,19,0.0745098039215686,2.3313758115559,3.88935638290803,0.000578633100257964,0.00713647490318156,"ANGPT1, SIX1, FZD1, NQO1, BOK, LGMN, UBB, CPEB4, NTRK2, NUPR1, MMP2, EN1, GBE1, CLU, SLC1A1, VEGFB, IL6ST, NR4A2, CHL1"
